time_day,target_survival,target_survival_lb,target_survival_ub,target_at_risk,comparator_survival,comparator_survival_lb,comparator_survival_ub,comparator_at_risk,target_id,comparator_id,outcome_id,analysis_id,database_id
70,0.8519616170353835,0.8356976207691111,0.8685421363693008,NA,0.8829642428389174,0.8613471426926581,0.9051238641076971,NA,1,2,3,1,388020256
71,0.8491756078233645,0.8327876841702935,0.8658860194848005,NA,0.8817563574177971,0.8600442957862513,0.90401654618954,NA,1,2,3,1,388020256
72,0.8452751949265381,0.8287170587198468,0.8621641700748857,NA,0.8793372727609582,0.8574369021860294,0.9017970153784203,NA,1,2,3,1,388020256
73,0.843046387556923,0.8263926673452937,0.8600357186807087,NA,0.8781277304325388,0.8561342956655583,0.9006861597048186,NA,1,2,3,1,388020256
74,0.843046387556923,0.8263926673452937,0.8600357186807087,NA,0.8769181881041194,0.8548324035143976,0.8995745896696814,NA,1,2,3,1,388020256
75,0.8408161061083597,0.8240678440867,0.8579047579204462,NA,0.8732895611188609,0.8509309235846952,0.8962356830874602,NA,1,2,3,1,388020256
76,0.8380282542976556,0.8211634694196608,0.855239402572919,NA,0.870870476462022,0.8483333480785926,0.8940063342917494,NA,1,2,3,1,388020256
77,0.834680604813111,0.8176781421675319,0.8520366096669336,NA,0.868451391805183,0.845738424925978,0.8917743331744333,NA,1,2,3,1,388020256
78,0.8330067800708387,0.8159364344375956,0.8504342573233351,NA,0.8672418494767636,0.8444419384199865,0.8906573575574991,NA,1,2,3,1,388020256
79,0.8318908969093238,0.8147756447407781,0.8493656736398563,NA,0.8648227648199247,0.841850877963895,0.8884214937919863,NA,1,2,3,1,388020256
80,0.8302170721670515,0.8130349778237611,0.8477622804895362,NA,0.8636132224915053,0.8405562894815741,0.8873026201756968,NA,1,2,3,1,388020256
81,0.8263114811017495,0.8089757995746133,0.8440186519295153,NA,0.8624036801630858,0.8392623194083042,0.8861831281585294,NA,1,2,3,1,388020256
82,0.8212900068749326,0.8037616300847557,0.8392006412666151,NA,0.8611941378346663,0.8379689608707436,0.8850630246138605,NA,1,2,3,1,388020256
83,0.817942357390388,0.800288419822082,0.8359857314467728,NA,0.8611941378346663,0.8379689608707436,0.8850630246138605,NA,1,2,3,1,388020256
84,0.8162685326481157,0.798552666589225,0.83437742464424,NA,0.8599845955062467,0.8366762071441579,0.8839423162664592,NA,1,2,3,1,388020256
85,0.814036766325086,0.7962391988201557,0.8322321457055959,NA,0.8575655108494078,0.8340924879415532,0.8816991113459569,NA,1,2,3,1,388020256
86,0.8106891168405415,0.7927708331322397,0.8290123913452158,NA,0.8563559685209883,0.8328015097200024,0.8805766275184578,NA,1,2,3,1,388020256
87,0.8101311752597841,0.7921929836835403,0.8284755541207597,NA,0.8563559685209883,0.8328015097200024,0.8805766275184578,NA,1,2,3,1,388020256
88,0.8073414673559969,0.7893046306301112,0.8257904738151534,NA,0.8551464261925689,0.8315111108103058,0.8794535643874877,NA,1,2,3,1,388020256
89,0.8045517594522097,0.7864177497800562,0.8231039213174969,NA,0.8515177992073104,0.8276433301208638,0.8760809590055838,NA,1,2,3,1,388020256
90,0.80231999312918,0.7841092889374107,0.8209536354902057,NA,0.8503082568788909,0.8263551892350125,0.8749556378846584,NA,1,2,3,1,388020256
100,0.80231999312918,0.7841092889374107,0.8209536354902057,1437,0.8503082568788909,0.8263551892350125,0.8749556378846584,702,1,2,3,1,388020256
200,0.80231999312918,0.7841092889374107,0.8209536354902057,1428,0.8503082568788909,0.8263551892350125,0.8749556378846584,698,1,2,3,1,388020256
300,0.80231999312918,0.7841092889374107,0.8209536354902057,1421,0.8503082568788909,0.8263551892350125,0.8749556378846584,692,1,2,3,1,388020256
