database_id,target_id,comparator_id,outcome_id,analysis_id,covariate_id,target_mean_before,comparator_mean_before,std_diff_before,target_mean_after,comparator_mean_after,std_diff_after,mean_before,mean_after,target_std_diff,comparator_std_diff,target_comparator_std_diff
388020256,1,2,3,1,1125315412,0.008,0.014,-0.068,0.008,0.014,-0.068,0.01,0.01,0,0,0
388020256,1,2,3,1,1994006,0.014,0.023,-0.065,0.014,0.023,-0.065,0.017,0.017,0,0,0
388020256,1,2,3,1,3011505702,0.009,0.016,-0.065,0.009,0.016,-0.065,0.011,0.011,0,0,0
388020256,1,2,3,1,4133840702,0.009,0.016,-0.065,0.009,0.016,-0.065,0.011,0.011,0,0,0
388020256,1,2,3,1,1992006,0.025,0.016,0.064,0.025,0.016,0.064,0.022,0.022,0,0,0
388020256,1,2,3,1,260139212,0.004,0.008,-0.062,0.004,0.008,-0.062,-0.006,-0.006,0,0,0
388020256,1,2,3,1,738818410,0.011,-0.006,0.062,0.011,-0.006,0.062,0.009,0.009,0,0,0
388020256,1,2,3,1,1119510410,0.011,-0.006,0.062,0.011,-0.006,0.062,0.009,0.009,0,0,0
388020256,1,2,3,1,4052083704,-0.003,-0.006,-0.061,-0.003,-0.006,-0.061,-0.006,-0.006,0,0,0
388020256,1,2,3,1,2012006,0.029,0.019,0.061,0.029,0.019,0.061,0.026,0.026,0,0,0
388020256,1,2,3,1,1986006,0.015,0.023,-0.06,0.015,0.023,-0.06,0.017,0.017,0,0,0
388020256,1,2,3,1,1961006,-0.003,-0.006,-0.057,-0.003,-0.006,-0.057,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4163872502,-0.003,-0.006,-0.057,-0.003,-0.006,-0.057,-0.006,-0.006,0,0,0
388020256,1,2,3,1,372328212,0.004,-0.006,0.055,0.004,-0.006,0.055,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1177480410,0.012,0.018,-0.055,0.012,0.018,-0.055,0.014,0.014,0,0,0
388020256,1,2,3,1,4132546212,-0.003,-0.006,-0.055,-0.003,-0.006,-0.055,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4001336212,-0.003,-0.006,-0.055,-0.003,-0.006,-0.055,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1137529410,-0.003,-0.006,-0.055,-0.003,-0.006,-0.055,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1960006,-0.003,-0.006,-0.055,-0.003,-0.006,-0.055,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1149380410,-0.003,-0.006,-0.055,-0.003,-0.006,-0.055,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4035793502,-0.003,-0.006,-0.055,-0.003,-0.006,-0.055,-0.006,-0.006,0,0,0
388020256,1,2,3,1,8007,0.09,0.106,-0.055,0.09,0.106,-0.055,0.095,0.095,0,0,0
388020256,1,2,3,1,11007,0.077,0.092,-0.054,0.077,0.092,-0.054,0.081,0.081,0,0,0
388020256,1,2,3,1,1759842410,0.02,0.028,-0.052,0.02,0.028,-0.052,0.022,0.022,0,0,0
388020256,1,2,3,1,1979006,0.009,-0.006,0.052,0.009,-0.006,0.052,0.008,0.008,0,0,0
388020256,1,2,3,1,2015006,0.024,0.017,0.052,0.024,0.017,0.052,0.022,0.022,0,0,0
388020256,1,2,3,1,2004006,0.036,0.027,0.051,0.036,0.027,0.051,0.033,0.033,0,0,0
388020256,1,2,3,1,1977006,0.006,0.01,-0.05,0.006,0.01,-0.05,0.007,0.007,0,0,0
388020256,1,2,3,1,4296205210,0.004,-0.006,0.049,0.004,-0.006,0.049,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1958006,0.004,0.007,-0.048,0.004,0.007,-0.048,-0.006,-0.006,0,0,0
388020256,1,2,3,1,40481087210,0.104,0.119,-0.048,0.104,0.119,-0.048,0.109,0.109,0,0,0
388020256,1,2,3,1,1948006,-0.003,-0.006,-0.047,-0.003,-0.006,-0.047,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1903,0.013,0.022,-0.047,0.013,0.022,-0.047,0.016,0.016,0,0,0
388020256,1,2,3,1,2017006,0.025,0.018,0.046,0.025,0.018,0.046,0.023,0.023,0,0,0
388020256,1,2,3,1,7007,0.081,0.094,-0.046,0.081,0.094,-0.046,0.085,0.085,0,0,0
388020256,1,2,3,1,9003,0.04,0.031,0.046,0.04,0.031,0.046,0.037,0.037,0,0,0
388020256,1,2,3,1,1007,0.092,0.08,0.045,0.092,0.08,0.045,0.088,0.088,0,0,0
388020256,1,2,3,1,1998006,0.02,0.027,-0.044,0.02,0.027,-0.044,0.022,0.022,0,0,0
388020256,1,2,3,1,2013006,0.02,0.027,-0.044,0.02,0.027,-0.044,0.022,0.022,0,0,0
388020256,1,2,3,1,12007,0.087,0.075,0.043,0.087,0.075,0.043,0.083,0.083,0,0,0
388020256,1,2,3,1,4125906502,0.009,0.013,-0.043,0.009,0.013,-0.043,0.01,0.01,0,0,0
388020256,1,2,3,1,5007,0.091,0.104,-0.043,0.091,0.104,-0.043,0.095,0.095,0,0,0
388020256,1,2,3,1,1102527410,0.003,0.006,-0.042,0.003,0.006,-0.042,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1975006,0.006,0.01,-0.042,0.006,0.01,-0.042,0.007,0.007,0,0,0
388020256,1,2,3,1,8507001,0.497,0.476,0.042,0.497,0.476,0.042,0.49,0.49,0,0,0
388020256,1,2,3,1,8532001,0.503,0.524,-0.042,0.503,0.524,-0.042,0.51,0.51,0,0,0
388020256,1,2,3,1,1904,0.503,0.524,-0.042,0.503,0.524,-0.042,0.51,0.51,0,0,0
388020256,1,2,3,1,1959006,0.003,-0.006,0.041,0.003,-0.006,0.041,-0.006,-0.006,0,0,0
388020256,1,2,3,1,2018006,0.011,0.016,-0.041,0.011,0.016,-0.041,0.013,0.013,0,0,0
388020256,1,2,3,1,1955006,-0.003,-0.006,-0.041,-0.003,-0.006,-0.041,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1729720410,0.007,0.011,-0.04,0.007,0.011,-0.04,0.008,0.008,0,0,0
388020256,1,2,3,1,28060210,0.007,0.011,-0.04,0.007,0.011,-0.04,0.008,0.008,0,0,0
388020256,1,2,3,1,1361711410,0.009,0.006,0.038,0.009,0.006,0.038,0.008,0.008,0,0,0
388020256,1,2,3,1,2007,0.069,0.078,-0.036,0.069,0.078,-0.036,0.072,0.072,0,0,0
388020256,1,2,3,1,4283893210,0.122,0.134,-0.036,0.122,0.134,-0.036,0.125,0.125,0,0,0
388020256,1,2,3,1,1112807410,0.003,-0.006,-0.035,0.003,-0.006,-0.035,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3027231702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3006451702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3036780702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3020655702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3006734702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3021226702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4191853502,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,78272210,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3001488702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3005136702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3000876702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3023430702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1971006,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3001247702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3012494702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3014599702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3015076702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3019406702,0.006,-0.006,0.034,0.006,-0.006,0.034,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4107731504,0.011,0.007,0.034,0.011,0.007,0.034,0.01,0.01,0,0,0
388020256,1,2,3,1,1944006,-0.003,-0.006,-0.033,-0.003,-0.006,-0.033,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4035415210,-0.003,-0.006,-0.033,-0.003,-0.006,-0.033,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3000963702,0.003,-0.006,0.033,0.003,-0.006,0.033,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3009542702,0.003,-0.006,0.033,0.003,-0.006,0.033,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4134304210,0.003,-0.006,0.033,0.003,-0.006,0.033,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1976006,0.008,0.011,-0.033,0.008,0.011,-0.033,0.009,0.009,0,0,0
388020256,1,2,3,1,1361711412,0.009,0.006,0.032,0.009,0.006,0.032,0.008,0.008,0,0,0
388020256,1,2,3,1,1713332410,0.024,0.029,-0.032,0.024,0.029,-0.032,0.025,0.025,0,0,0
388020256,1,2,3,1,1991006,0.018,0.014,0.03,0.018,0.014,0.03,0.017,0.017,0,0,0
388020256,1,2,3,1,1981006,0.013,0.017,-0.03,0.013,0.017,-0.03,0.014,0.014,0,0,0
388020256,1,2,3,1,1988006,0.013,0.017,-0.03,0.013,0.017,-0.03,0.014,0.014,0,0,0
388020256,1,2,3,1,4285898212,0.016,0.012,0.029,0.016,0.012,0.029,0.014,0.014,0,0,0
388020256,1,2,3,1,1997006,0.028,0.033,-0.028,0.028,0.033,-0.028,0.029,0.029,0,0,0
388020256,1,2,3,1,2009006,0.027,0.031,-0.028,0.027,0.031,-0.028,0.028,0.028,0,0,0
388020256,1,2,3,1,7003,0.479,0.493,-0.028,0.479,0.493,-0.028,0.483,0.483,0,0,0
388020256,1,2,3,1,195588210,0.006,-0.006,0.028,0.006,-0.006,0.028,-0.006,-0.006,0,0,0
388020256,1,2,3,1,2006006,0.027,0.023,0.027,0.027,0.023,0.027,0.026,0.026,0,0,0
388020256,1,2,3,1,1954006,-0.003,-0.006,-0.027,-0.003,-0.006,-0.027,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4155034210,-0.003,-0.006,-0.027,-0.003,-0.006,-0.027,-0.006,-0.006,0,0,0
388020256,1,2,3,1,375671210,-0.003,-0.006,-0.027,-0.003,-0.006,-0.027,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1361711413,0.008,0.006,0.027,0.008,0.006,0.027,0.008,0.008,0,0,0
388020256,1,2,3,1,1978006,0.011,0.008,0.027,0.011,0.008,0.027,0.01,0.01,0,0,0
388020256,1,2,3,1,2014006,0.032,0.028,0.026,0.032,0.028,0.026,0.031,0.031,0,0,0
388020256,1,2,3,1,2019006,0.004,-0.006,0.025,0.004,-0.006,0.025,-0.006,-0.006,0,0,0
388020256,1,2,3,1,2008006,0.026,0.022,0.025,0.026,0.022,0.025,0.024,0.024,0,0,0
388020256,1,2,3,1,2016006,0.026,0.022,0.025,0.026,0.022,0.025,0.024,0.024,0,0,0
388020256,1,2,3,1,257012212,0.003,-0.006,-0.024,0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4112343212,0.007,-0.006,0.024,0.007,-0.006,0.024,0.006,0.006,0,0,0
388020256,1,2,3,1,4218389212,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1309944410,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4252419504,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4187458504,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,740275410,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4134304212,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,40492359502,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,439777212,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,740275412,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4181917502,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4109685210,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4149245210,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,45766064802,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4037675504,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,321042210,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3000963704,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1343916410,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,3009542704,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,914335410,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4324181802,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4029498210,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,375671212,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4057420502,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,19010482410,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4326177504,-0.003,-0.006,-0.024,-0.003,-0.006,-0.024,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4037675502,-0.003,-0.006,0.023,-0.003,-0.006,0.023,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4243062502,-0.003,-0.006,0.023,-0.003,-0.006,0.023,-0.006,-0.006,0,0,0
388020256,1,2,3,1,439777210,-0.003,-0.006,0.023,-0.003,-0.006,0.023,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1332418410,-0.003,-0.006,0.023,-0.003,-0.006,0.023,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4024958704,-0.003,-0.006,0.023,-0.003,-0.006,0.023,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4187458502,-0.003,-0.006,0.023,-0.003,-0.006,0.023,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1539403410,-0.003,-0.006,0.023,-0.003,-0.006,0.023,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4047491502,-0.003,-0.006,0.023,-0.003,-0.006,0.023,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4326177502,-0.003,-0.006,0.023,-0.003,-0.006,0.023,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1972006,0.004,0.006,-0.023,0.004,0.006,-0.023,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1995006,0.033,0.029,0.022,0.033,0.029,0.022,0.032,0.032,0,0,0
388020256,1,2,3,1,1963006,0.006,0.007,-0.022,0.006,0.007,-0.022,0.006,0.006,0,0,0
388020256,1,2,3,1,8003,0.367,0.357,0.021,0.367,0.357,0.021,0.363,0.363,0,0,0
388020256,1,2,3,1,4294548210,0.007,0.008,-0.021,0.007,0.008,-0.021,0.007,0.007,0,0,0
388020256,1,2,3,1,1985006,0.014,0.012,0.021,0.014,0.012,0.021,0.014,0.014,0,0,0
388020256,1,2,3,1,2001006,0.031,0.028,0.02,0.031,0.028,0.02,0.03,0.03,0,0,0
388020256,1,2,3,1,40481087212,0.012,0.014,-0.02,0.012,0.014,-0.02,0.013,0.013,0,0,0
388020256,1,2,3,1,1993006,0.021,0.018,0.018,0.021,0.018,0.018,0.02,0.02,0,0,0
388020256,1,2,3,1,3006322704,0.006,-0.006,0.017,0.006,-0.006,0.017,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1974006,0.006,-0.006,0.017,0.006,-0.006,0.017,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1713332412,-0.003,-0.006,-0.017,-0.003,-0.006,-0.017,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4293740502,-0.003,-0.006,-0.017,-0.003,-0.006,-0.017,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1962006,0.003,-0.006,0.017,0.003,-0.006,0.017,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4237458210,0.003,-0.006,0.017,0.003,-0.006,0.017,-0.006,-0.006,0,0,0
388020256,1,2,3,1,6007,0.08,0.084,-0.016,0.08,0.084,-0.016,0.081,0.081,0,0,0
388020256,1,2,3,1,260139210,0.046,0.049,-0.016,0.046,0.049,-0.016,0.047,0.047,0,0,0
388020256,1,2,3,1,2005006,0.028,0.025,0.015,0.028,0.025,0.015,0.027,0.027,0,0,0
388020256,1,2,3,1,4252419502,0.003,-0.006,-0.015,0.003,-0.006,-0.015,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1952006,0.003,-0.006,-0.015,0.003,-0.006,-0.015,-0.006,-0.006,0,0,0
388020256,1,2,3,1,6003,0.114,0.119,-0.015,0.114,0.119,-0.015,0.116,0.116,0,0,0
388020256,1,2,3,1,1953006,0.004,-0.006,-0.014,0.004,-0.006,-0.014,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4116491210,0.004,-0.006,-0.014,0.004,-0.006,-0.014,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4107731502,0.011,0.01,0.014,0.011,0.01,0.014,0.011,0.011,0,0,0
388020256,1,2,3,1,1983006,0.011,0.01,0.014,0.011,0.01,0.014,0.011,0.011,0,0,0
388020256,1,2,3,1,1980006,0.011,0.012,-0.014,0.011,0.012,-0.014,0.011,0.011,0,0,0
388020256,1,2,3,1,4218389210,0.005,0.006,-0.014,0.005,0.006,-0.014,-0.006,-0.006,0,0,0
388020256,1,2,3,1,257012210,0.008,0.01,-0.014,0.008,0.01,-0.014,0.009,0.009,0,0,0
388020256,1,2,3,1,2011006,0.025,0.023,0.014,0.025,0.023,0.014,0.024,0.024,0,0,0
388020256,1,2,3,1,1970006,0.004,-0.006,0.013,0.004,-0.006,0.013,-0.006,-0.006,0,0,0
388020256,1,2,3,1,933724410,0.008,0.007,0.012,0.008,0.007,0.012,0.008,0.008,0,0,0
388020256,1,2,3,1,920293410,0.008,0.007,0.012,0.008,0.007,0.012,0.008,0.008,0,0,0
388020256,1,2,3,1,4294548212,-0.003,-0.006,0.012,-0.003,-0.006,0.012,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1943006,-0.003,-0.006,0.012,-0.003,-0.006,0.012,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1949006,-0.003,-0.006,0.012,-0.003,-0.006,0.012,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1115008412,-0.003,-0.006,0.012,-0.003,-0.006,0.012,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4296204210,-0.003,-0.006,0.012,-0.003,-0.006,0.012,-0.006,-0.006,0,0,0
388020256,1,2,3,1,40486433210,-0.003,-0.006,0.012,-0.003,-0.006,0.012,-0.006,-0.006,0,0,0
388020256,1,2,3,1,40486433212,-0.003,-0.006,0.012,-0.003,-0.006,0.012,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1759842412,-0.003,-0.006,0.012,-0.003,-0.006,0.012,-0.006,-0.006,0,0,0
388020256,1,2,3,1,317576210,-0.003,-0.006,0.012,-0.003,-0.006,0.012,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4010253502,-0.003,-0.006,0.012,-0.003,-0.006,0.012,-0.006,-0.006,0,0,0
388020256,1,2,3,1,2002006,0.032,0.034,-0.012,0.032,0.034,-0.012,0.032,0.032,0,0,0
388020256,1,2,3,1,4283893212,0.019,0.02,-0.012,0.019,0.02,-0.012,0.019,0.019,0,0,0
388020256,1,2,3,1,4024958702,0.031,0.033,-0.011,0.031,0.033,-0.011,0.031,0.031,0,0,0
388020256,1,2,3,1,1987006,0.018,0.017,0.011,0.018,0.017,0.011,0.018,0.018,0,0,0
388020256,1,2,3,1,3007,0.083,0.081,0.009,0.083,0.081,0.009,0.083,0.083,0,0,0
388020256,1,2,3,1,1115008410,0.011,0.01,0.009,0.011,0.01,0.009,0.01,0.01,0,0,0
388020256,1,2,3,1,4151422502,0.011,0.012,-0.009,0.011,0.012,-0.009,0.011,0.011,0,0,0
388020256,1,2,3,1,1982006,0.009,0.01,-0.008,0.009,0.01,-0.008,0.009,0.009,0,0,0
388020256,1,2,3,1,4156265210,0.003,-0.006,0.007,0.003,-0.006,0.007,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4278672210,0.003,-0.006,0.007,0.003,-0.006,0.007,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1966006,0.003,-0.006,0.007,0.003,-0.006,0.007,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1968006,0.003,-0.006,0.007,0.003,-0.006,0.007,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1945006,0.003,-0.006,0.007,0.003,-0.006,0.007,-0.006,-0.006,0,0,0
388020256,1,2,3,1,2000006,0.029,0.028,0.007,0.029,0.028,0.007,0.029,0.029,0,0,0
388020256,1,2,3,1,2007006,0.027,0.028,-0.006,0.027,0.028,-0.006,0.027,0.027,0,0,0
388020256,1,2,3,1,378001210,0.008,0.007,0.006,0.008,0.007,0.006,0.008,0.008,0,0,0
388020256,1,2,3,1,1322184410,0.006,0.006,-0.006,0.006,0.006,-0.006,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1322184413,0.003,-0.006,-0.005,0.003,-0.006,-0.005,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1950006,0.004,-0.006,0.004,0.004,-0.006,0.004,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1322184412,0.004,-0.006,0.004,0.004,-0.006,0.004,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4152936210,-0.003,-0.006,-0.004,-0.003,-0.006,-0.004,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4058899502,-0.003,-0.006,-0.004,-0.003,-0.006,-0.004,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1990006,0.019,0.019,-0.003,0.019,0.019,-0.003,0.019,0.019,0,0,0
388020256,1,2,3,1,4001336210,0.011,0.011,-0.003,0.011,0.011,-0.003,0.011,0.011,0,0,0
388020256,1,2,3,1,4132546210,0.011,0.011,-0.003,0.011,0.011,-0.003,0.011,0.011,0,0,0
388020256,1,2,3,1,44783196502,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4048171210,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1967006,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4280726212,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1969006,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,134438210,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,4116491212,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,738818412,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1946006,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,1119510412,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
388020256,1,2,3,1,28060212,-0.003,-0.006,-0.003,-0.003,-0.006,-0.003,-0.006,-0.006,0,0,0
